Cód Produto;Descrição;CORRIGIDO
301000158;MOCCACCINO EXPRESSO;0301000158
301000159;CHOCOLATE;0301000159
301000161;LEITE INTEGRAL PIRACANJUBA 1L;0301000161
301000176;DESJEJUM SIMPLES;0301000176
301000178;REFRIGERANTE FANTA 2LT;0301000178
301000179;REFRIGERANTE COCA-COLA 2LT;0301000179
301000184;LANCHE II;0301000184
301000186;REFEICAO HOTEL;0301000186
301000189;REFEICAO ACOMP 1006;0301000189
301000216;REFEICAO ALMOCO ACOMP 0713;0301000216
301000217;REFEICAO ALMOCO ACOMP 1006;0301000217
301000218;REFEICAO ALMOCO ACOMP 1902;0301000218
301000223;REFEICAO ALMOCO ADM BEBIDAS;0301000223
301000243;ACUCAR 5KG;0301000243
301000244;CAFE 3 CORACOES 500 G;0301000244
301000252;BEBIDA LACTEA CHOCO 200ML;0301000252
301000255;SORVETE JUND MILK CHOCOLATE;0301000255
301000262;PAO DE QUEIJO S/ DESCONTO;0301000262
301000263;MINI SALGADOS;0301000263
301000264;SALGADOS DIVERSOS;0301000264
301000269;ACUCAR 2KG;0301000269
301000270;CAFE EXTRA FORTE 500GR;0301000270
301000294;BALA SORTIDA;0301000294
301000295;BISCOITO ROSQUINHA;0301000295
301000301;LEITE EM PO INTEGRAL;0301000301
301000305;BALAS MASTIGAVEIS SORTIDAS;0301000305
301000306;AGUA MINERAL GARRAFA;0301000306
301000309;PRATO DESCARTAVEL C/ 10 UNID.;0301000309
301000310;PORCAO DE PICANHA;0301000310
301000311;PORCAO FRANGO PASSARINHO;0301000311
301000315;BOLO;0301000315
301000316;TORTA MOUSSE;0301000316
301000320;CAFE CURTO SOLUVEL;0301000320
301000321;CAFE LONGO SOLUVEL;0301000321
301000322;CAPUCCINO SOLUVEL;0301000322
301000324;CHOCOLATE FORTE;0301000324
301000335;BOMBOM OURO BRANCO;0301000335
301000350;CHURRASCO COM QUEJO;0301000350
301000351;SOPA;0301000351
301000353;TALHER DESCARTAVEL C/ 50 UNID.;0301000353
301000361;TORRADA;0301000361
301000364;COFFEE BREAK;0301000364
301000365;BARRA DE CEREAL MORANGO;0301000365
301000377;ENERGETICO;0301000377
301000380;BISCOITO CLUB SOCIAL ORIGINAL;0301000380
301000381;BARRA DE CEREAL;0301000381
301000382;BOLO COCO;0301000382
301000384;BOLO ABACAXI;0301000384
301000385;BOLO FRAPE CALIFORNIA;0301000385
301000387;GELEIA;0301000387
301000388;BISNAGUINHA;0301000388
301000389;BISCOITO ROSQUINHA;0301000389
301000391;CERVEJA DIVERSAS;0301000391
301000392;AGUA DE COCO;0301000392
301000393;COQUETEL DE FRUTAS;0301000393
301000394;DOSE DE WHISKY;0301000394
301000395;PUDIM;0301000395
301000396;SORVETE DE MASSA;0301000396
301000397;CAPS CAFE ESPRES SONTUOSO;0301000397
301000398;CAPS SABOR NESCAU;0301000398
301000399;CAPS MOCA DOCE DE LEITE;0301000399
301000401;CAPS CAFE ESPRES LUNGO ESTREMO;0301000401
301000402;CAPS CAFE INTENSO;0301000402
301000422;PASTEL DE FEIRA;0301000422
302000013;GARRAFA TERMICA 1LT;0302000013
302000014;SUPORTE PARA COPO DESCARTAVEIS;0302000014
302000045;POTE PARA CAFE;0302000045
302000046;GARRAFA TERMICA 1.8 L;0302000046
302000047;GARRAFA TERMICA;0302000047
302000057;ESCORREDOR DE COPO;0302000057
302000058;FUNIL PLASTICO 19CM;0302000058
302000063;POTE VIDRO 750ML;0302000063
302000066;CONJUNTO TALHERES INOX;0302000066
302000067;POTE DE ACUCAR;0302000067
302000071;DISPENSER DETERGENTE E ESPONJA;0302000071
303000001;MEXEDOR PALHETA;0303000001
303000003;MEXEDOR PALHETA PARA CAFE;0303000003
303000005;COPO DESCARTAVEL 180ML;0303000005
303000006;COPO PLASTICO 200ML;0303000006
303000007;COPO PLASTICO 50ML;0303000007
303000008;GUARDANAPO;0303000008
303000011;LUVA CIRURGICA TAM G CX 100;0303000011
303000013;LUVA CIRURGICA TAM M CX 100;0303000013
303000016;PALITO THEOTO C/100;0303000016
303000018;COPO DESCARTAVEL 200 ML;0303000018
303000019;COPO DESCARTAVEL 300 ML;0303000019
303000021;COLHER STRAWPLAST;0303000021
303000025;COPO PAPEL 120ML;0303000025
303000030;PRATO DESCARTAVEL 15CM;0303000030
303000031;BANDEJA PAPELAO LAMINADO;0303000031
306000045;BUFFET CONFRARTENIZACAO;0306000045
306000050;BUZINA COPA DO MUNDO;0306000050
306000051;BOLA SOPRAR;0306000051
306000052;SALGADOS DIVERSOS;0306000052
306000053;BOLO DECORADO;0306000053
306000054;DOCES;0306000054
401000005;BATERIA NOBREAK 7AH;0401000005
401000009;BATERIA NOTEBOOK;0401000009
401000011;FONTE DESKTOP HP;0401000011
401000013;NO-BREAK BIVOLT APC;0401000013
401000015;TONER CB438/436/285;0401000015
401000020;CABO HDMI 10MT;0401000020
401000021;WEBCAM;0401000021
401000023;LEITOR USB LASER;0401000023
401000024;CONVERSOR DE DISPLAY PARA HDMI;0401000024
401000026;CARTAO DE MEMORIA 32GB + ADAPT;0401000026
401000029;FONTE PARA NOTEBOOK;0401000029
401000030;CONECTOR RJ45;0401000030
401000033;CARTUCHO PRETO IMPRESSORA;0401000033
401000039;CONECTOR HDMI;0401000039
401000041;ADAPTADOR HDMI;0401000041
401000045;KIT BUCHA TRAVA ROLETE 220/230;0401000045
401000050;CABO USB DE IMPRESSORA;0401000050
401000051;TECLADO ABNT2;0401000051
401000053;SWITCH TP-LINK 8 PORTAS 10/100;0401000053
401000055;ALCOOL ISOPROPILICO;0401000055
401000056;PASTA TERMICA 100G;0401000056
401000064;BATERIA NOTEBOOK HP 240;0401000064
401000067;MOUSE USB LOGITECH;0401000067
401000068;FITA P/ ROTULADOR 12X8 SILVER;0401000068
401000069;PEN DRIVE 8GB;0401000069
401000079;BATERIA NOTEBOOK DELL;0401000079
401000096;MONITOR 22'' LED;0401000096
401000104;HPE ARUBA PD-3510G-AC IEEE 802;0401000104
401000106;CABO CONVERSOR TOLEDO RS232 PA;0401000106
401000124;BATERIA SELADA 12V 7AH;0401000124
401000126;NOBREAK APC;0401000126
401000133;SSD 120GB SATA;0401000133
401000135;CONVERSOR DISPLAYPORT P VGA;0401000135
401000140;TELA DE LCD 14.0;0401000140
401000144;CABO DE ALIMENTACAO;0401000144
401000146;CARTAO DE MEMORIA MICRO SD 256;0401000146
401000148;SSD SATA 240GB;0401000148
401000152;CONECTOR ENERGIA NOTEBOOK;0401000152
402000006;NO-BREAK APC BACK-UPS 1500VA;0402000006
402000007;ACCESS POINT CISCO;0402000007
402000011;CABO EXTENSOR PIG TAIL 3M;0402000011
402000012;CABO DE REDE CAT 5;0402000012
402000014;CABO HDMI 1,5MT MACHO;0402000014
402000020;CONECTOR RJ45 MACHO-CAT 6-8VIA;0402000020
402000021;CONECTOR RJ45 MACHO-CAT 5E-8VI;0402000021
402000031;GUIA ORGANIZADOR CABOS HORIZON;0402000031
402000032;KIT PORCA GAIOLA COM PARAFUSO;0402000032
402000036;CABO FIBRA OPTICA;0402000036
402000053;ADAPTADOR OPTICO LC DUPLEX SM;0402000053
402000100;CABO HDMI 2MT;0402000100
402000101;CABO HDMI 12MT;0402000101
402000102;CABO PARA LEITORES;0402000102
402000105;REGUA PARA 8 TOMADAS;0402000105
402000111;CONECTOR RJ45 MACHO;0402000111
402000113;DIO MODULO BASICO;0402000113
402000123;ROTEADOR WIRELESS 3G/4G;0402000123
402000126;CORDAO OPTICO DUP;0402000126
402000130;CABO HDMI 5MT;0402000130
402000157;TP ALC 500 -B60KG-REG. DE PH;0402000157
402000164;IDFACE PRO ASK 125 KHZ 10 MIL FACE(IDFACEPRO/F/P/A);0402000164
402000165;FONTE CARREGADOR COM TIMER DIGITAL2+2 COM RECEPTOR (A2426/RX);0402000165
402000166;ELETROIMA M150 ECO CINZA COM SENSOR(A2300/CZ);0402000166
402000167;BOTOEIRA SEM FIO BT 100 PRETA INTELBRAS;0402000167
404000019;CABO USB A-M P/ MINI USB 5-M 2;0404000019
404000049;HD SSD KINGSTON 240GB;0404000049
404000051;FONTE ATX 450W;0404000051
404000056;TECLADO USB C/ FIO;0404000056
404000057;MOUSE USB;0404000057
404000066;LOCALIZADOR DE CABOS;0404000066
404000068;CARREGADOR CELULAR USB TIPO C;0404000068
404000069;CABO USB TIPO C;0404000069
404000070;NOBREAK APC;0404000070
404000071;HD SSD 120GB;0404000071
404000072;MEMORIA DDR4;0404000072
404000073;MOUSE SEM FIO;0404000073
404000074;TECLADO SEM FIO;0404000074
404000075;KIT TECLADO E MOUSE USB C/ FIO;0404000075
404000081;YUBICO SECURITY KEY NFC;0404000081
411000021;RADIO COMUNICADOR;0411000021
501000007;EXTINTOR PO QUIMICO SECO 4 KG;0501000007
501000008;EXTINTOR PO QUIMICO SECO 6 KG;0501000008
501000009;EXTINTOR PO QUIMICO SECO 20KG;0501000009
501000027;CORRENTE PLAS. PRETA E AMARELA;0501000027
501000038;CHAVE STORZ;0501000038
501000039;ESGUICHO JATO SOLIDO 2.1/2;0501000039
501000040;ESGUICHO REGULAVEL 2 1/2;0501000040
501000051;CINTA DE SEGURANCA PARA ELEVAC;0501000051
501000057;MANGUEIRA INCENDIO 1.1/2 15MT;0501000057
501000060;CONE LARANJA 75 CM NBR 15071;0501000060
501000061;CONE PRETO/AMARELO;0501000061
501000064;CONE AZUL 23CM;0501000064
501000071;SUPORTE PAREDE PARA EXTINTOR;0501000071
501000074;"MANGUEIRA INCENDIO 2.1/2"" 15MT";0501000074
501000080;TAMPAO COM CORRENTE 2.1/2;0501000080
501000089;SUPORTE SOLO EXTINTOR 6 KG;0501000089
501000091;KIT DE EMERGENCIA AMBIENTAL;0501000091
501000095;TRAVESSEIRO ABSERV VERDE 23X23;0501000095
501000097;CORDAO ABSORV VERDE 1,20;0501000097
501000098;CORDAO ABSORV VERDE 3,60;0501000098
501000102;LUMINARIA LED 1200;0501000102
501000118;"MANGUEIRA TIPO 2 ���1"" DE 15 M";0501000118
501000120;EXTINTOR CO2 06 KG;0501000120
501000124;ESGUICHO REGULAVEL 1.1/2;0501000124
501000127;MANGUEIRA TIPO 2 - 1.1/2 X 15M;0501000127
501000128;"MANGUEIRA DE HIDRANTE TP2 2,5""";0501000128
501000133;EXTINTOR ABC;0501000133
501000138;VISOR ADESIVO DE INCENDIO;0501000138
501000140;SERRAGEM EM PO DE MD;0501000140
501000142;DETECTOR DE FUMACA;0501000142
501000144;CONE VERMELHO 23CM;0501000144
501000147;ESPELHO CONVEXO;0501000147
501000151;CONE PRETO 23CM;0501000151
501000154;CONE LARANJA;0501000154
501000155;CONE ROSA 23CM;0501000155
501000166;PEDESTAL P/SINALIZACAO ZEBRADO;0501000166
501000167;MANTA ABSORVENTE BRANCA;0501000167
501000169;BASTAO LUMINOSO;0501000169
501000170;CONE BRANCO 23CM;0501000170
501000179;LUVA NITRILICA G;0501000179
501000183;TURFA ABSORVENTE EMERG;0501000183
501000184;"MANGUEIRA INCENDIO 2.1/2"" 30MT";0501000184
501000185;SACO TECIDO ALGODAO ECOLOGICO;0501000185
501000186;MANTA ABSORVENTE CINZA;0501000186
501000187;ELO CORRENTE AMARELO E PRETO;0501000187
501000189;FITA ZEBRADA PRET/AMAR 200MTS;0501000189
501000190;EXTINTOR  CARRETA DE ESPUMA ME;0501000190
501000200;BALIZADOR TIPO T;0501000200
502000001;PLACA PONTO DE ENCONTRO;0502000001
502000003;PLACA EXTINTOR DE AGUA;0502000003
502000004;PLACA EXTINTOR DE PO QUIMICO;0502000004
502000006;PLACA IDENTIFICACAO HIDRANTE;0502000006
502000007;PLACA ALARME DE EMERGENCIA;0502000007
502000012;PLACA SAIDA DIREITA;0502000012
502000038;TACHAO DE SINALIZACAO MONO;0502000038
502000042;PLACA ROTA DE SAIDA ESCADA 26CM X 13CM;0502000042
502000043;PLACA SAIDA DE EMERGENCIA 26CM X 13CM;0502000043
502000044;PLACA PARA SALA DE REUNIAO;0502000044
502000062;FITA DUPLA FACE P/ SINALIZACAO;0502000062
502000070;FITA DEMARCACAO SOLO AMARELA;0502000070
502000071;FITA DEMARCACAO SOLO VERDE;0502000071
502000072;FITA DEMARCACAO SOLO VERMELHA;0502000072
502000073;FITA DEMARCACAO SOLO BRANCA;0502000073
502000074;FITA ZEBRADA AMARELA E PRETO;0502000074
502000079;FITA DEMARCACAO SOLO  AZUL;0502000079
502000082;FITA TRASNPARENTE VHB;0502000082
502000122;PLACA APERTE/EMPURRE;0502000122
502000128;ROTA DE FUGA  A ESQUERDA;0502000128
502000129;ROTA DE FUGA A DIREITA;0502000129
502000132;PLACA SAIDA ESQUERDA;0502000132
502000145;FITA DEMARCACAO LARANJA;0502000145
502000148;PLACA DE SINALIZACAO HIGIENE;0502000148
502000149;PLACA AMARELA PISO MOLHADO;0502000149
502000157;PLACA HIDRANTE COLUNA;0502000157
502000158;PLACA ACIONADOR MANUAL 10CM X 15CM;0502000158
502000162;PLACA SINALIZACAO;0502000162
502000164;ADESIVO;0502000164
502000165;QUADRO;0502000165
502000172;PLACA SAIDA SETA ESQUERDA;0502000172
502000173;PLACA SAIDA SETA DIREITA;0502000173
502000185;FITA ZEBRDA DEMARCACAO ADESIVA;0502000185
502000187;FITA ZEBRADA ADESIVA SOLO;0502000187
502000190;FITA ADESIVA ANTIDERRAPANTE;0502000190
502000191;FITA ZEBRADA;0502000191
502000198;BALIZADOR TIPO T  LARANJA BCO;0502000198
502000199;PLACA IDENTIFICACAO DE EXTINTOR 30CM X 30CM;0502000199
502000200;FITA DEMARCACAO SOLO ROXA;0502000200
502000201;PLACA COPA;0502000201
502000202;ALMOXARIFADO;0502000202
502000203;PUXE EMPURRE;0502000203
502000204;ENTRADA;0502000204
502000205;SAIDA;0502000205
502000206;ADMINISTRACAO;0502000206
502000207;ESTACIONAMENTO PERMITIDO;0502000207
502000208;AVISO TOQUE -IDENTIFIQUE-SE;0502000208
502000209;MANTENHA DISTANCIA 2 MTS;0502000209
502000210;ATENCAO MANTENHA DISTANCIA;0502000210
502000212;PLACA ROTA DE FUGA PARA CIMA;0502000212
502000214;PLACA SAIDA DE EMERGENCIA 45X2;0502000214
502000215;PLACA EQUIP DE INCENDIO 30X30;0502000215
502000216;PERFIL TRAQUITANA PVC;0502000216
502000217;FITA DEMARCACAO AZUL 100 X 30;0502000217
502000218;FITA DEMARCACAO VERM 100 X 30;0502000218
502000219;FITA ADESIVA ANTIDERRAPANTE ZB;0502000219
502000220;FIXA PLACA CRISTAL;0502000220
502000240;FITA ADESIVA POLIETILENO AZUL;0502000240
502000247;PLACA SAIDA PARA CIMA;0502000247
502000248;FITA ADES POLIETILENO AMARELO;0502000248
502000249;FITA ADES POLIETILENO VERMELHO;0502000249
502000252;FITA DEMARCACAO SOLO BR/PT;0502000252
502000253;FITA DEMARCACAO SOLO BR/VM;0502000253
503000002;CADEADO 35MM PADO;0503000002
503000003;CADEADO 50MM;0503000003
503000012;ESTILETE RETRATIL;0503000012
503000028;LAMINA;0503000028
503000050;REBITADEIRA;0503000050
503000079;URNA CIPA;0503000079
503000080;APARELHO PRESSAO DIGITAL;0503000080
503000083;BALANCA DE PISO;0503000083
503000084;CARRINHO PRATELEIRA;0503000084
503000144;MOCHILA PARA FERRAMENTA;0503000144
503000148;FONTE DE ALIMENTACAO AC 1211;0503000148
503000174;APITO;0503000174
503000189;MICROFONE INTERCOMUNICADOR;0503000189
503000194;VENTILADOR DE COLUNA;0503000194
503000205;ALICATE ESTICADOR DE FITA;0503000205
503000217;CADEADO 20MM;0503000217
503000225;SUPORTE PARA TELEVISAO;0503000225
503000226;SUPORTE PARA ALCOOL GEL;0503000226
503000230;KIT SOPRADOR TERMICO 2000W;0503000230
503000233;QUADRO DE AVISO 1,20X90;0503000233
503000234;ALICATE AMPERIMETRO ET3200;0503000234
503000236;QUADRO DE AVISO 150X120;0503000236
503000242;IMPRESSORA HP DASKJET ADVANTAG;0503000242
503000257;CADEADO LOTO BLOQUEIO 38MM;0503000257
503000265;ESCADA ALUMINIO 4 DEGRAUS;0503000265
503000267;DECIBELIMETRO TEC R-322;0503000267
503000269;APLICADOR DE STRECH S/ TUBETE;0503000269
503000271;ESCADA PARA PICKING 3 DEGRAUS;0503000271
503000282;MULTIMETRO CAPACIMETRO DIGITAL;0503000282
503000283;GANCHO ADESIVO;0503000283
503000290;VENTILADOR;0503000290
503000294;VENTILADOR DE PAREDE 60CM;0503000294
503000295;ALICATE PRENSA TERMINAIS 6,0MM;0503000295
503000297;BEBEDOURO DE GARRAFAO -  110 V;0503000297
503000302;CADEIRA GIRATORIA ESCRITORIO;0503000302
503000312;LOUSA DE VIDRO 120X80;0503000312
503000315;NOBREAK SMS 600KVA BIVOLT;0503000315
503000317;BANCADA;0503000317
503000319;APLICADOR DE FITA;0503000319
503000326;ARMARIO ALTO;0503000326
503000334;ASPIRADOR/SOPRADOR 600W;0503000334
503000345;FRAGMENTADORA DE PAPEL 10FLS;0503000345
503000346;CORNETA EXTERNA TIPO DELTA;0503000346
503000352;RADIO COMUNIC.TALKABOLT;0503000352
503000355;GUARDA CHUVA;0503000355
503000363;MICROONDAS 20LT;0503000363
503000364;LEITOR DE CODIGO DE BARRAS USB;0503000364
503000376;ARMARIO BAIXO COM PORTA;0503000376
503000379;CADEIRA POLIPROPILENO;0503000379
503000380;LAVADORA ALTA PRESSAO 220V;0503000380
503000381;MANGUEIRA DESENTUPIDORA 9MT;0503000381
503000398;CAPACHO PERSONALIZADO AZUL MAR;0503000398
503000421;ARMARIO ACO 2PORTAS;0503000421
503000426;QUADRO CLAVICULARIO 30 CHAVES;0503000426
503000430;BEBEDOURO DE GARRAFAO -  220 V;0503000430
503000434;MICROONDAS 32LT BRANCO;0503000434
503000436;AP. MANUAL FITA GOMADA TOBOGA;0503000436
503000437;REFIL BEBEDOURO INDUSTRIAL;0503000437
503000438;MEDIDOR MONOXIDO DE CARBONO;0503000438
503000439;TERMOHIGROMETRO;0503000439
503000442;SECADOR DE MAOS AUTOMATICO;0503000442
503000446;CADEIRA DE RODAS;0503000446
503000447;VENTILADOR DE COLUNA 60CM;0503000447
503000449;PORTA FOLHA ACRILICO A4;0503000449
503000460;TELEFONE PLENO PRETO INTELBRAS;0503000460
503000491;ESTILETE BICO DE PATO;0503000491
503000495;JOGO DE CHAVE DE  PHILIP;0503000495
503000499;CAFETEIRA ELETRICA 24XICARAS;0503000499
503000500;QUADRO COM MOLDURA;0503000500
503000501;ESCADA TESOURA EXTENSIVA 3,2MT;0503000501
503000503;PARAFUSADEIRA/FURADEIRA 12V BI;0503000503
503000506;CARRINHO FERRAMENTAS 1 GAVETA;0503000506
503000542;APARELHO APLICADOR F GOMADA;0503000542
503000547;CARREGADOR DE BATERIA 12 / 24V;0503000547
503000554;MACA PORTATIL;0503000554
503000555;ESCADA DE ALUMINIO 8 DEGRAUS;0503000555
503000573;BEBEDOURO MESA C/ GALAO AGUA;0503000573
503000577;JARRA PARA CAFETEIRA;0503000577
503000580;BATERIA 18V ION LITIO;0503000580
503000583;PISTOLA TAGS;0503000583
503000589;CLAVICULARIO PORTA CHAVE;0503000589
503000594;QUADRO BRANCO;0503000594
503000600;ASSENTO SANITARIO;0503000600
503000605;ARARA INOX;0503000605
503000610;TOTEM CONTROLE DE ACESSO;0503000610
503000614;VENTILADOR DE PAREDE VENTISOL 100 CM;0503000614
503000621;MACA TUBULAR;0503000621
503000630;CALCO DE BORRACHA;0503000630
503000633;RESSUSCITADOR MANUAL (AMBU);0503000633
503000635;BOIA ESPAGUETE;0503000635
503000637;FONTE CARREGADOR G40-30, G40;0503000637
503000638;BIOMBO TRIPLO;0503000638
503000647;FONTE DE ALIMENTACAO 12 VOLTS;0503000647
503000648;DIVISORIA DE ACRILICO;0503000648
503000652;MAQUINA DE SOLDA ARCWELD 200I;0503000652
503000654;MOUSE C3TECH MS-35BK USB PRETO;0503000654
503000655;MOUSE PAD MULTILASER AC027 PRE;0503000655
503000657;TECLADO C3TECH KB-15BK USB PRE;0503000657
503000663;ARMARIO GAVETEIRO;0503000663
503000667;BULE DE ALUMINIO 4L;0503000667
503000673;RELOGIO DE PAREDE;0503000673
503000683;MINI RACK 03 X 300MM PRETO;0503000683
503000684;MINI RACK 05 X 470MM PRETO;0503000684
503000685;ALICATE DE CRIMPAR RJ45 E RJ11 HT-568R;0503000685
503000686;LOCALIZADOR E TEST DE CABOS RJ45 E RJ11;0503000686
503000727;PORTA TALHER PLAST;0503000727
503000735;BALANCA DIGITAL PRECISAO;0503000735
503000741;CADEIRA CAIXA ALTA;0503000741
503000742;CAIXA DE SOM;0503000742
503000750;BANDEJA GALV 1.150X1.450MM;0503000750
503000764;PJ NF-E A1;0503000764
503000774;MEGAFONE;0503000774
503000775;GANCHO EM ACO INOX;0503000775
503000779;MICRO-ONDAS;0503000779
503000788;CAIXA DE FERRAMENTAS;0503000788
503000799;MESA RETA 1,20 L X 0,60 P GAVE;0503000799
503000810;SUPORTE P/ QUADRO BCO;0503000810
503000813;ESCADA EXTENSIVA 6 MTS;0503000813
503000814;PURIFICADOR DE AGUA BIVOLT;0503000814
503000826;MANGUEIRA EN 851 3/8 50MTS;0503000826
503000837;PUFF PERA CORANO AZUL;0503000837
503000841;CADEADO 30MM;0503000841
503000863;CANETA PASSA SLIDE WIRELESS;0503000863
503000869;CAMERA VHL 1220 BULLET FULL HD;0503000869
503000874;CADEIRA GIRATORIA ESCRITORIO;0503000874
503000878;ARCO SERRA 12 POLEGADA;0503000878
503000884;CAFETEIRA EXPRESSA 110V;0503000884
503000896;ANTENA INTERNA;0503000896
503000899;TELA BIOMBOS���DE SOL;0503000899
503000900;TAPETE SINTETICO LUFT 1,50 X0,;0503000900
503000904;CESTO EMPILHAVEL;0503000904
503000907;BANDOLEIRA TIPO PUNHO;0503000907
503000908;BANDOLEIRA TIPO TATICA;0503000908
503000912;SUPORTE PAPEL TOALHA;0503000912
503000913;SUPORTE DE SABONETE;0503000913
503000914;FONE DE OUVIDO���JBL TWS CIN;0503000914
503000915;FONE DE OUVIDO JBL WAVE BUDS;0503000915
503000916;CAPA COLETOR DADOS MC33;0503000916
503000917;DISPENSER PAPEL HIGIENICO ROL;0503000917
503000918;DISPENSER DE COPO COM BOTAO;0503000918
503000919;CADEADO 25MM;0503000919
503000920;BANDEJA 100X800X20 ABA CHAPA14;0503000920
503000923;LUXIMETRO DIGITAL MINIPA 1011;0503000923
503000927;MESA RETANGULAR REFEITORIO;0503000927
503000933;PE PALITO 45 CM BASE CADEIRA;0503000933
503000934;ROTULADOR ETIQUETADORA PT-80;0503000934
503000943;CHAVE GRIFO 16;0503000943
503000944;MARRETA DE 2 KG COM CABO;0503000944
503000945;ALICATE DE BICO;0503000945
503000946;ALICATE BOMBA D'AGUA 10;0503000946
503000947;NIVEL C/ BASE MAGNETICA;0503000947
503000948;ALICATE DE CORTE DIAGONAL;0503000948
503000949;ALICATE DE BICO MEIA CANA 6.1;0503000949
503000950;JOGO DE CHAVE COMBINADA;0503000950
503000951;MARTELO TIPO UNHA;0503000951
503000952;TRENA 8MTS;0503000952
503000953;APLICADOR DE SILICONE;0503000953
503000954;LAMINA DE SERRA STARRET;0503000954
503000955;"TURQUESA 13""";0503000955
503000956;JOGO SOQUETE SEXTAVADO;0503000956
503000957;BROCA SDS 6MM;0503000957
503000963;ESPATULA ACO INOX 10CM;0503000963
503000984;PEDESTAL PARA MONITOR E CPU;0503000984
503000986;CADEADO COM SEGREDO 30MM;0503000986
503000990;SUPORTE PARA NOTEBOOK;0503000990
503000992;PERFURADOR DE ENCADERNACAO A4;0503000992
503000996;BONECO PAPAI NOEL 30CM;0503000996
503001007;BONECO DE NEVE 33CM;0503001007
503001009;KIT BOLA DE NATAL 8CM - VERMEL;0503001009
503001010;KIT BOLA DE NATAL 8CM - DOURAD;0503001010
503001013;KIT BOLA DE NATAL 6CM - DOURAD;0503001013
503001014;KIT BOLA DE NATAL 6CM - VERMEL;0503001014
503001023;TRAVA ANTIFURTO;0503001023
503001033;I-REC;0503001033
503001034;SUPORTE TV FIXO LED 10 A71;0503001034
503001035;SUPORTE PARA NOTEBOOK;0503001035
503001036;CAPA TABLET;0503001036
503001037;TABLET;0503001037
503001038;SUPORTE TABLET;0503001038
503001039;IMOBILIZADOR LATERAL CABECA;0503001039
503001040;CAPA PRANCHA RESGATE;0503001040
503001041;PA ADESIVA ADULTO;0503001041
503001042;PELICULA TABLET;0503001042
503001043;MEDIDOR DE INCLINACAO DIGITAL;0503001043
503001044;MESA RETA 1,50X0,60;0503001044
503001049;CORTINA DE AR EOS 100CM;0503001049
503001050;CANETA TOUCH;0503001050
503001051;LEITOR RFID;0503001051
503001063;BITUQUEIRA INOX;0503001063
